mese,categoria,bucket_ritardo_arrivo,minuti_anticipo,count,minuti_ritardo
2025-08,NCL,"(15,30]",0.0,2,38.0
2025-08,NCL,"(30,60]",0.0,5,223.0
2025-08,NCL,"(5,10]",0.0,3,19.0
2025-08,NCL,"(60,120]",0.0,3,295.0
2025-08,NCL,<= -60,64.0,1,0.0
2025-08,NCL,> 120,0.0,3,370.0
2025-08,REG,"(-1,0]",0.0,21688,0.0
2025-08,REG,"(-10,-5]",73901.0,12243,0.0
2025-08,REG,"(-15,-10]",10673.0,948,0.0
2025-08,REG,"(-30,-15]",2821.0,164,0.0
2025-08,REG,"(-5,-1]",169708.0,81581,0.0
2025-08,REG,"(-60,-30]",223.0,6,0.0
2025-08,REG,"(0,1]",0.0,25047,25047.0
2025-08,REG,"(1,5]",0.0,46237,141564.0
2025-08,REG,"(10,15]",0.0,2990,37745.0
2025-08,REG,"(15,30]",0.0,3074,65961.0
2025-08,REG,"(30,60]",0.0,1355,55637.0
2025-08,REG,"(5,10]",0.0,10583,78113.0
2025-08,REG,"(60,120]",0.0,326,25939.0
2025-08,REG,<= -60,155.0,2,0.0
2025-08,REG,> 120,0.0,62,10912.0
2025-08,REG,missing,0.0,2078,0.0
2025-08,,"(-1,0]",0.0,480,0.0
2025-08,,"(-10,-5]",12500.0,1890,0.0
2025-08,,"(-15,-10]",7440.0,646,0.0
2025-08,,"(-30,-15]",8144.0,430,0.0
2025-08,,"(-5,-1]",6748.0,2820,0.0
2025-08,,"(-60,-30]",834.0,26,0.0
2025-08,,"(0,1]",0.0,862,862.0
2025-08,,"(1,5]",0.0,2474,8154.0
2025-08,,"(10,15]",0.0,690,8860.0
2025-08,,"(15,30]",0.0,810,17414.0
2025-08,,"(30,60]",0.0,528,21732.0
2025-08,,"(5,10]",0.0,1366,10486.0
2025-08,,"(60,120]",0.0,174,14108.0
2025-08,,> 120,0.0,70,13410.0
2025-08,,missing,0.0,4,0.0
2025-09,DIR,"(15,30]",0.0,1,27.0
2025-09,EC,"(-1,0]",0.0,46,0.0
2025-09,EC,"(-10,-5]",849.0,139,0.0
2025-09,EC,"(-15,-10]",287.0,25,0.0
2025-09,EC,"(-30,-15]",16.0,1,0.0
2025-09,EC,"(-5,-1]",781.0,310,0.0
2025-09,EC,"(0,1]",0.0,75,75.0
2025-09,EC,"(1,5]",0.0,243,825.0
2025-09,EC,"(10,15]",0.0,87,1101.0
2025-09,EC,"(15,30]",0.0,101,2200.0
2025-09,EC,"(30,60]",0.0,56,2488.0
2025-09,EC,"(5,10]",0.0,184,1422.0
2025-09,EC,"(60,120]",0.0,20,1655.0
2025-09,EC,> 120,0.0,6,995.0
2025-09,EC,missing,0.0,79,0.0
2025-09,EN,"(-1,0]",0.0,1,0.0
2025-09,EN,"(-10,-5]",18.0,3,0.0
2025-09,EN,"(-5,-1]",15.0,4,0.0
2025-09,EN,"(0,1]",0.0,4,4.0
2025-09,EN,"(1,5]",0.0,25,84.0
2025-09,EN,"(10,15]",0.0,15,181.0
2025-09,EN,"(15,30]",0.0,19,421.0
2025-09,EN,"(30,60]",0.0,14,576.0
2025-09,EN,"(5,10]",0.0,15,122.0
2025-09,EN,"(60,120]",0.0,6,462.0
2025-09,EN,> 120,0.0,6,1143.0
2025-09,EXP,"(-10,-5]",20.0,3,0.0
2025-09,EXP,"(-15,-10]",10.0,1,0.0
2025-09,EXP,"(-30,-15]",44.0,2,0.0
2025-09,EXP,"(-5,-1]",23.0,9,0.0
2025-09,EXP,"(-60,-30]",32.0,1,0.0
2025-09,EXP,"(0,1]",0.0,2,2.0
2025-09,EXP,"(1,5]",0.0,9,28.0
2025-09,EXP,"(15,30]",0.0,6,131.0
2025-09,EXP,"(30,60]",0.0,6,262.0
2025-09,EXP,"(5,10]",0.0,4,31.0
2025-09,EXP,"(60,120]",0.0,4,298.0
2025-09,EXP,> 120,0.0,1,361.0
2025-09,EXP,missing,0.0,17,0.0
2025-09,IC,"(-1,0]",0.0,121,0.0
2025-09,IC,"(-10,-5]",1891.0,293,0.0
2025-09,IC,"(-15,-10]",704.0,62,0.0
2025-09,IC,"(-30,-15]",1014.0,54,0.0
2025-09,IC,"(-5,-1]",1352.0,562,0.0
2025-09,IC,"(-60,-30]",108.0,3,0.0
2025-09,IC,"(0,1]",0.0,182,182.0
2025-09,IC,"(1,5]",0.0,584,1931.0
2025-09,IC,"(10,15]",0.0,231,2972.0
2025-09,IC,"(15,30]",0.0,305,6591.0
2025-09,IC,"(30,60]",0.0,199,8566.0
2025-09,IC,"(5,10]",0.0,386,2956.0
2025-09,IC,"(60,120]",0.0,78,6293.0
2025-09,IC,<= -60,126.0,2,0.0
2025-09,IC,> 120,0.0,31,5254.0
2025-09,IC,missing,0.0,38,0.0
2025-09,ICN,"(-1,0]",0.0,26,0.0
2025-09,ICN,"(-10,-5]",512.0,77,0.0
2025-09,ICN,"(-15,-10]",268.0,23,0.0
2025-09,ICN,"(-30,-15]",399.0,21,0.0
2025-09,ICN,"(-5,-1]",269.0,115,0.0
2025-09,ICN,"(-60,-30]",69.0,2,0.0
2025-09,ICN,"(0,1]",0.0,26,26.0
2025-09,ICN,"(1,5]",0.0,91,303.0
2025-09,ICN,"(10,15]",0.0,13,160.0
2025-09,ICN,"(15,30]",0.0,26,564.0
2025-09,ICN,"(30,60]",0.0,13,515.0
2025-09,ICN,"(5,10]",0.0,47,362.0
2025-09,ICN,"(60,120]",0.0,10,760.0
2025-09,ICN,> 120,0.0,7,1283.0
2025-09,IR,"(-5,-1]",2.0,1,0.0
2025-09,IR,"(1,5]",0.0,1,4.0
2025-09,IR,"(10,15]",0.0,1,14.0
2025-09,IR,"(15,30]",0.0,1,20.0
2025-09,IR,missing,0.0,1,0.0
2025-09,MET,"(-1,0]",0.0,679,0.0
2025-09,MET,"(-10,-5]",2577.0,432,0.0
2025-09,MET,"(-15,-10]",54.0,5,0.0
2025-09,MET,"(-30,-15]",22.0,1,0.0
2025-09,MET,"(-5,-1]",6609.0,3271,0.0
2025-09,MET,"(-60,-30]",32.0,1,0.0
2025-09,MET,"(0,1]",0.0,1098,1098.0
2025-09,MET,"(1,5]",0.0,1334,3872.0
2025-09,MET,"(10,15]",0.0,65,816.0
2025-09,MET,"(15,30]",0.0,37,743.0
2025-09,MET,"(30,60]",0.0,20,893.0
2025-09,MET,"(5,10]",0.0,217,1613.0
2025-09,MET,"(60,120]",0.0,3,234.0
2025-09,MET,missing,0.0,233,0.0
2025-09,NCL,"(-30,-15]",54.0,2,0.0
2025-09,NCL,"(-5,-1]",5.0,2,0.0
2025-09,NCL,"(-60,-30]",197.0,5,0.0
2025-09,NCL,"(1,5]",0.0,1,3.0
2025-09,NCL,"(15,30]",0.0,1,30.0
2025-09,NCL,"(30,60]",0.0,3,110.0
2025-09,NCL,"(5,10]",0.0,1,10.0
2025-09,NCL,<= -60,61.0,1,0.0
2025-09,NCL,> 120,0.0,1,123.0
2025-09,REG,"(-1,0]",0.0,21847,0.0
2025-09,REG,"(-10,-5]",60445.0,10137,0.0
2025-09,REG,"(-15,-10]",8736.0,776,0.0
2025-09,REG,"(-30,-15]",2120.0,120,0.0
2025-09,REG,"(-5,-1]",159922.0,77793,0.0
2025-09,REG,"(-60,-30]",261.0,7,0.0
2025-09,REG,"(0,1]",0.0,26766,26766.0
2025-09,REG,"(1,5]",0.0,58955,185383.0
2025-09,REG,"(10,15]",0.0,5126,65094.0
2025-09,REG,"(15,30]",0.0,4948,105569.0
2025-09,REG,"(30,60]",0.0,2080,85332.0
2025-09,REG,"(5,10]",0.0,17408,129066.0
2025-09,REG,"(60,120]",0.0,536,42312.0
2025-09,REG,> 120,0.0,70,11087.0
2025-09,REG,missing,0.0,6569,0.0
2025-09,,"(-1,0]",0.0,576,0.0
2025-09,,"(-10,-5]",7818.0,1204,0.0
2025-09,,"(-15,-10]",2956.0,256,0.0
2025-09,,"(-30,-15]",1022.0,56,0.0
2025-09,,"(-5,-1]",5894.0,2470,0.0
2025-09,,"(-60,-30]",262.0,8,0.0
2025-09,,"(0,1]",0.0,818,818.0
2025-09,,"(1,5]",0.0,3056,10342.0
2025-09,,"(10,15]",0.0,1172,14876.0
2025-09,,"(15,30]",0.0,1560,33918.0
2025-09,,"(30,60]",0.0,1012,42242.0
2025-09,,"(5,10]",0.0,2136,16638.0
2025-09,,"(60,120]",0.0,446,36356.0
2025-09,,> 120,0.0,114,20300.0
2025-09,,missing,0.0,232,0.0
2025-10,DIR,missing,0.0,1,0.0
2025-10,EC,"(-1,0]",0.0,45,0.0
2025-10,EC,"(-10,-5]",869.0,138,0.0
2025-10,EC,"(-15,-10]",383.0,34,0.0
2025-10,EC,"(-30,-15]",116.0,7,0.0
2025-10,EC,"(-5,-1]",943.0,373,0.0
2025-10,EC,"(0,1]",0.0,84,84.0
2025-10,EC,"(1,5]",0.0,308,1081.0
2025-10,EC,"(10,15]",0.0,89,1129.0
2025-10,EC,"(15,30]",0.0,101,2161.0
2025-10,EC,"(30,60]",0.0,52,2233.0
2025-10,EC,"(5,10]",0.0,180,1389.0
2025-10,EC,"(60,120]",0.0,18,1310.0
2025-10,EC,> 120,0.0,3,390.0
2025-10,EC,missing,0.0,44,0.0
2025-10,EN,"(-1,0]",0.0,1,0.0
2025-10,EN,"(-10,-5]",5.0,1,0.0
2025-10,EN,"(-15,-10]",10.0,1,0.0
2025-10,EN,"(-5,-1]",3.0,3,0.0
2025-10,EN,"(0,1]",0.0,1,1.0
2025-10,EN,"(1,5]",0.0,14,56.0
2025-10,EN,"(10,15]",0.0,3,37.0
2025-10,EN,"(15,30]",0.0,7,161.0
2025-10,EN,"(30,60]",0.0,2,83.0
2025-10,EN,"(5,10]",0.0,8,59.0
2025-10,EN,"(60,120]",0.0,2,147.0
2025-10,EXP,"(-1,0]",0.0,2,0.0
2025-10,EXP,"(-10,-5]",52.0,8,0.0
2025-10,EXP,"(-15,-10]",21.0,2,0.0
2025-10,EXP,"(-30,-15]",41.0,2,0.0
2025-10,EXP,"(-5,-1]",29.0,12,0.0
2025-10,EXP,"(-60,-30]",30.0,1,0.0
2025-10,EXP,"(0,1]",0.0,3,3.0
2025-10,EXP,"(1,5]",0.0,2,9.0
2025-10,EXP,"(15,30]",0.0,3,79.0
2025-10,EXP,"(5,10]",0.0,2,17.0
2025-10,EXP,"(60,120]",0.0,5,386.0
2025-10,EXP,<= -60,65.0,1,0.0
2025-10,EXP,> 120,0.0,1,234.0
2025-10,EXP,missing,0.0,4,0.0
2025-10,IC,"(-1,0]",0.0,148,0.0
2025-10,IC,"(-10,-5]",2366.0,361,0.0
2025-10,IC,"(-15,-10]",868.0,76,0.0
2025-10,IC,"(-30,-15]",791.0,42,0.0
2025-10,IC,"(-5,-1]",1494.0,651,0.0
2025-10,IC,"(-60,-30]",425.0,11,0.0
2025-10,IC,"(0,1]",0.0,197,197.0
2025-10,IC,"(1,5]",0.0,583,1977.0
2025-10,IC,"(10,15]",0.0,213,2770.0
2025-10,IC,"(15,30]",0.0,233,4978.0
2025-10,IC,"(30,60]",0.0,143,6074.0
2025-10,IC,"(5,10]",0.0,456,3582.0
2025-10,IC,"(60,120]",0.0,66,5437.0
2025-10,IC,> 120,0.0,24,4607.0
2025-10,IC,missing,0.0,101,0.0
2025-10,ICN,"(-1,0]",0.0,31,0.0
2025-10,ICN,"(-10,-5]",704.0,105,0.0
2025-10,ICN,"(-15,-10]",289.0,26,0.0
2025-10,ICN,"(-30,-15]",261.0,12,0.0
2025-10,ICN,"(-5,-1]",338.0,134,0.0
2025-10,ICN,"(-60,-30]",101.0,3,0.0
2025-10,ICN,"(0,1]",0.0,31,31.0
2025-10,ICN,"(1,5]",0.0,101,343.0
2025-10,ICN,"(10,15]",0.0,23,298.0
2025-10,ICN,"(15,30]",0.0,21,452.0
2025-10,ICN,"(30,60]",0.0,19,859.0
2025-10,ICN,"(5,10]",0.0,44,326.0
2025-10,ICN,"(60,120]",0.0,10,843.0
2025-10,ICN,> 120,0.0,1,121.0
2025-10,IR,"(-5,-1]",6.0,3,0.0
2025-10,IR,"(1,5]",0.0,1,3.0
2025-10,IR,missing,0.0,1,0.0
2025-10,MET,"(-1,0]",0.0,734,0.0
2025-10,MET,"(-10,-5]",4581.0,746,0.0
2025-10,MET,"(-15,-10]",68.0,6,0.0
2025-10,MET,"(-5,-1]",8237.0,3880,0.0
2025-10,MET,"(0,1]",0.0,1122,1122.0
2025-10,MET,"(1,5]",0.0,1413,4116.0
2025-10,MET,"(10,15]",0.0,85,1082.0
2025-10,MET,"(15,30]",0.0,70,1428.0
2025-10,MET,"(30,60]",0.0,34,1418.0
2025-10,MET,"(5,10]",0.0,254,1914.0
2025-10,MET,"(60,120]",0.0,2,167.0
2025-10,MET,missing,0.0,141,0.0
2025-10,NCL,"(-15,-10]",14.0,1,0.0
2025-10,NCL,"(-30,-15]",82.0,3,0.0
2025-10,NCL,"(-5,-1]",3.0,1,0.0
2025-10,NCL,"(-60,-30]",157.0,3,0.0
2025-10,NCL,"(10,15]",0.0,4,50.0
2025-10,NCL,"(15,30]",0.0,8,180.0
2025-10,NCL,"(30,60]",0.0,19,840.0
2025-10,NCL,"(5,10]",0.0,2,15.0
2025-10,NCL,"(60,120]",0.0,21,1822.0
2025-10,NCL,<= -60,65.0,1,0.0
2025-10,NCL,> 120,0.0,9,1272.0
2025-10,NCL,missing,0.0,11,0.0
2025-10,REG,"(-1,0]",0.0,22289,0.0
2025-10,REG,"(-10,-5]",68047.0,11257,0.0
2025-10,REG,"(-15,-10]",9493.0,850,0.0
2025-10,REG,"(-30,-15]",2925.0,168,0.0
2025-10,REG,"(-5,-1]",159680.0,78336,0.0
2025-10,REG,"(-60,-30]",149.0,4,0.0
2025-10,REG,"(0,1]",0.0,27689,27689.0
2025-10,REG,"(1,5]",0.0,63658,200546.0
2025-10,REG,"(10,15]",0.0,5246,66233.0
2025-10,REG,"(15,30]",0.0,4820,103062.0
2025-10,REG,"(30,60]",0.0,2076,84973.0
2025-10,REG,"(5,10]",0.0,18938,140504.0
2025-10,REG,"(60,120]",0.0,472,36548.0
2025-10,REG,<= -60,152.0,2,0.0
2025-10,REG,> 120,0.0,98,16592.0
2025-10,REG,missing,0.0,5061,0.0
2025-10,,"(-1,0]",0.0,620,0.0
2025-10,,"(-10,-5]",8844.0,1354,0.0
2025-10,,"(-15,-10]",2384.0,212,0.0
2025-10,,"(-30,-15]",464.0,24,0.0
2025-10,,"(-5,-1]",6140.0,2602,0.0
2025-10,,"(-60,-30]",420.0,12,0.0
2025-10,,"(0,1]",0.0,836,836.0
2025-10,,"(1,5]",0.0,3222,10940.0
2025-10,,"(10,15]",0.0,1176,14974.0
2025-10,,"(15,30]",0.0,1504,32970.0
2025-10,,"(30,60]",0.0,952,40790.0
2025-10,,"(5,10]",0.0,2132,16436.0
2025-10,,"(60,120]",0.0,332,27420.0
2025-10,,> 120,0.0,96,16696.0
2025-10,,missing,0.0,254,0.0
2025-11,EC,"(-1,0]",0.0,41,0.0
2025-11,EC,"(-10,-5]",1201.0,192,0.0
2025-11,EC,"(-15,-10]",454.0,40,0.0
2025-11,EC,"(-30,-15]",233.0,14,0.0
2025-11,EC,"(-5,-1]",906.0,347,0.0
2025-11,EC,"(0,1]",0.0,82,82.0
2025-11,EC,"(1,5]",0.0,269,904.0
2025-11,EC,"(10,15]",0.0,87,1122.0
2025-11,EC,"(15,30]",0.0,92,1957.0
2025-11,EC,"(30,60]",0.0,47,1999.0
2025-11,EC,"(5,10]",0.0,155,1186.0
2025-11,EC,"(60,120]",0.0,16,1279.0
2025-11,EC,> 120,0.0,3,497.0
2025-11,EC,missing,0.0,45,0.0
2025-11,EN,"(-1,0]",0.0,1,0.0
2025-11,EN,"(-15,-10]",12.0,1,0.0
2025-11,EN,"(-30,-15]",23.0,1,0.0
2025-11,EN,"(1,5]",0.0,8,29.0
2025-11,EN,"(10,15]",0.0,9,107.0
2025-11,EN,"(15,30]",0.0,4,109.0
2025-11,EN,"(30,60]",0.0,6,253.0
2025-11,EN,"(5,10]",0.0,17,119.0
2025-11,EN,"(60,120]",0.0,4,322.0
2025-11,EXP,"(-1,0]",0.0,2,0.0
2025-11,EXP,"(-10,-5]",17.0,3,0.0
2025-11,EXP,"(-15,-10]",26.0,2,0.0
2025-11,EXP,"(-30,-15]",58.0,3,0.0
2025-11,EXP,"(-5,-1]",8.0,3,0.0
2025-11,EXP,"(-60,-30]",31.0,1,0.0
2025-11,EXP,"(0,1]",0.0,2,2.0
2025-11,EXP,"(1,5]",0.0,7,23.0
2025-11,EXP,"(10,15]",0.0,3,37.0
2025-11,EXP,"(15,30]",0.0,6,135.0
2025-11,EXP,"(30,60]",0.0,3,152.0
2025-11,EXP,"(5,10]",0.0,2,14.0
2025-11,EXP,"(60,120]",0.0,4,315.0
2025-11,EXP,> 120,0.0,2,430.0
2025-11,FA,"(30,60]",0.0,1,55.0
2025-11,FR,"(-10,-5]",5.0,1,0.0
2025-11,FR,"(0,1]",0.0,2,2.0
2025-11,IC,"(-1,0]",0.0,126,0.0
2025-11,IC,"(-10,-5]",2704.0,412,0.0
2025-11,IC,"(-15,-10]",1152.0,102,0.0
2025-11,IC,"(-30,-15]",853.0,46,0.0
2025-11,IC,"(-5,-1]",1614.0,688,0.0
2025-11,IC,"(-60,-30]",180.0,4,0.0
2025-11,IC,"(0,1]",0.0,195,195.0
2025-11,IC,"(1,5]",0.0,646,2166.0
2025-11,IC,"(10,15]",0.0,187,2408.0
2025-11,IC,"(15,30]",0.0,231,5045.0
2025-11,IC,"(30,60]",0.0,164,7099.0
2025-11,IC,"(5,10]",0.0,354,2737.0
2025-11,IC,"(60,120]",0.0,70,5876.0
2025-11,IC,> 120,0.0,29,5598.0
2025-11,IC,missing,0.0,35,0.0
2025-11,ICN,"(-1,0]",0.0,24,0.0
2025-11,ICN,"(-10,-5]",709.0,104,0.0
2025-11,ICN,"(-15,-10]",482.0,42,0.0
2025-11,ICN,"(-30,-15]",341.0,19,0.0
2025-11,ICN,"(-5,-1]",341.0,129,0.0
2025-11,ICN,"(-60,-30]",80.0,2,0.0
2025-11,ICN,"(0,1]",0.0,26,26.0
2025-11,ICN,"(1,5]",0.0,82,269.0
2025-11,ICN,"(10,15]",0.0,23,296.0
2025-11,ICN,"(15,30]",0.0,31,669.0
2025-11,ICN,"(30,60]",0.0,24,1061.0
2025-11,ICN,"(5,10]",0.0,49,367.0
2025-11,ICN,"(60,120]",0.0,17,1347.0
2025-11,ICN,> 120,0.0,5,886.0
2025-11,IR,"(-5,-1]",9.0,3,0.0
2025-11,IR,"(0,1]",0.0,1,1.0
2025-11,IR,"(1,5]",0.0,2,7.0
2025-11,IR,"(10,15]",0.0,1,11.0
2025-11,IR,"(30,60]",0.0,1,54.0
2025-11,IR,"(5,10]",0.0,1,7.0
2025-11,IR,"(60,120]",0.0,1,71.0
2025-11,MET,"(-1,0]",0.0,736,0.0
2025-11,MET,"(-10,-5]",2472.0,389,0.0
2025-11,MET,"(-15,-10]",42.0,4,0.0
2025-11,MET,"(-5,-1]",5298.0,2828,0.0
2025-11,MET,"(0,1]",0.0,1034,1034.0
2025-11,MET,"(1,5]",0.0,1136,3269.0
2025-11,MET,"(10,15]",0.0,52,672.0
2025-11,MET,"(15,30]",0.0,42,898.0
2025-11,MET,"(30,60]",0.0,11,461.0
2025-11,MET,"(5,10]",0.0,214,1569.0
2025-11,MET,"(60,120]",0.0,3,218.0
2025-11,MET,> 120,0.0,1,194.0
2025-11,MET,missing,0.0,68,0.0
2025-11,NCL,"(-10,-5]",27.0,4,0.0
2025-11,NCL,"(-15,-10]",25.0,2,0.0
2025-11,NCL,"(-30,-15]",139.0,7,0.0
2025-11,NCL,"(-5,-1]",6.0,3,0.0
2025-11,NCL,"(-60,-30]",194.0,5,0.0
2025-11,NCL,"(0,1]",0.0,1,1.0
2025-11,NCL,"(1,5]",0.0,4,11.0
2025-11,NCL,"(10,15]",0.0,7,92.0
2025-11,NCL,"(15,30]",0.0,21,484.0
2025-11,NCL,"(30,60]",0.0,30,1222.0
2025-11,NCL,"(5,10]",0.0,3,27.0
2025-11,NCL,"(60,120]",0.0,30,2630.0
2025-11,NCL,<= -60,317.0,4,0.0
2025-11,NCL,> 120,0.0,27,4764.0
2025-11,NCL,missing,0.0,108,0.0
2025-11,REG,"(-1,0]",0.0,20904,0.0
2025-11,REG,"(-10,-5]",70061.0,11561,0.0
2025-11,REG,"(-15,-10]",13704.0,1221,0.0
2025-11,REG,"(-30,-15]",4848.0,285,0.0
2025-11,REG,"(-5,-1]",155568.0,75107,0.0
2025-11,REG,"(-60,-30]",76.0,2,0.0
2025-11,REG,"(0,1]",0.0,25970,25970.0
2025-11,REG,"(1,5]",0.0,58987,186496.0
2025-11,REG,"(10,15]",0.0,4870,61621.0
2025-11,REG,"(15,30]",0.0,4603,97994.0
2025-11,REG,"(30,60]",0.0,1744,70780.0
2025-11,REG,"(5,10]",0.0,17571,130405.0
2025-11,REG,"(60,120]",0.0,364,27959.0
2025-11,REG,<= -60,77.0,1,0.0
2025-11,REG,> 120,0.0,45,7225.0
2025-11,REG,missing,0.0,4947,0.0
2025-11,,"(-1,0]",0.0,1080,0.0
2025-11,,"(-10,-5]",19124.0,2928,0.0
2025-11,,"(-15,-10]",7204.0,644,0.0
2025-11,,"(-30,-15]",2936.0,172,0.0
2025-11,,"(-5,-1]",11712.0,4964,0.0
2025-11,,"(0,1]",0.0,1588,1588.0
2025-11,,"(1,5]",0.0,5700,19204.0
2025-11,,"(10,15]",0.0,2068,26520.0
2025-11,,"(15,30]",0.0,2820,61664.0
2025-11,,"(30,60]",0.0,1916,81168.0
2025-11,,"(5,10]",0.0,4292,33196.0
2025-11,,"(60,120]",0.0,1056,87088.0
2025-11,,> 120,0.0,268,46120.0
2025-11,,missing,0.0,36,0.0
2025-12,DIR,"(-5,-1]",3.0,1,0.0
2025-12,EC,"(-1,0]",0.0,50,0.0
2025-12,EC,"(-10,-5]",802.0,129,0.0
2025-12,EC,"(-15,-10]",410.0,35,0.0
2025-12,EC,"(-30,-15]",97.0,6,0.0
2025-12,EC,"(-5,-1]",1064.0,429,0.0
2025-12,EC,"(-60,-30]",42.0,1,0.0
2025-12,EC,"(0,1]",0.0,79,79.0
2025-12,EC,"(1,5]",0.0,308,972.0
2025-12,EC,"(10,15]",0.0,107,1372.0
2025-12,EC,"(15,30]",0.0,104,2182.0
2025-12,EC,"(30,60]",0.0,41,1700.0
2025-12,EC,"(5,10]",0.0,151,1142.0
2025-12,EC,"(60,120]",0.0,14,1139.0
2025-12,EC,> 120,0.0,5,845.0
2025-12,EC,missing,0.0,42,0.0
2025-12,ECFR,"(1,5]",0.0,5,20.0
2025-12,ECFR,"(10,15]",0.0,3,38.0
2025-12,ECFR,"(15,30]",0.0,2,37.0
2025-12,ECFR,"(30,60]",0.0,2,84.0
2025-12,ECFR,"(5,10]",0.0,8,62.0
2025-12,EN,"(-1,0]",0.0,2,0.0
2025-12,EN,"(-10,-5]",13.0,2,0.0
2025-12,EN,"(-15,-10]",11.0,1,0.0
2025-12,EN,"(-30,-15]",26.0,1,0.0
2025-12,EN,"(-5,-1]",5.0,2,0.0
2025-12,EN,"(0,1]",0.0,2,2.0
2025-12,EN,"(1,5]",0.0,12,37.0
2025-12,EN,"(10,15]",0.0,4,54.0
2025-12,EN,"(15,30]",0.0,10,213.0
2025-12,EN,"(30,60]",0.0,5,184.0
2025-12,EN,"(5,10]",0.0,6,53.0
2025-12,EN,"(60,120]",0.0,5,484.0
2025-12,EN,> 120,0.0,3,620.0
2025-12,EXP,"(-10,-5]",44.0,7,0.0
2025-12,EXP,"(-5,-1]",10.0,3,0.0
2025-12,EXP,"(-60,-30]",39.0,1,0.0
2025-12,EXP,"(0,1]",0.0,4,4.0
2025-12,EXP,"(1,5]",0.0,4,16.0
2025-12,EXP,"(15,30]",0.0,4,90.0
2025-12,EXP,"(30,60]",0.0,2,96.0
2025-12,EXP,"(5,10]",0.0,6,49.0
2025-12,EXP,missing,0.0,6,0.0
2025-12,FA,"(-1,0]",0.0,12,0.0
2025-12,FA,"(-10,-5]",101.0,14,0.0
2025-12,FA,"(-15,-10]",10.0,1,0.0
2025-12,FA,"(-5,-1]",81.0,34,0.0
2025-12,FA,"(0,1]",0.0,10,10.0
2025-12,FA,"(1,5]",0.0,40,135.0
2025-12,FA,"(10,15]",0.0,12,155.0
2025-12,FA,"(15,30]",0.0,22,468.0
2025-12,FA,"(30,60]",0.0,8,382.0
2025-12,FA,"(5,10]",0.0,24,179.0
2025-12,FA,"(60,120]",0.0,5,401.0
2025-12,FA,> 120,0.0,2,328.0
2025-12,FB,"(-1,0]",0.0,7,0.0
2025-12,FB,"(-10,-5]",5.0,1,0.0
2025-12,FB,"(-15,-10]",14.0,1,0.0
2025-12,FB,"(-5,-1]",34.0,14,0.0
2025-12,FB,"(0,1]",0.0,1,1.0
2025-12,FB,"(1,5]",0.0,19,65.0
2025-12,FB,"(10,15]",0.0,6,75.0
2025-12,FB,"(15,30]",0.0,10,230.0
2025-12,FB,"(30,60]",0.0,3,121.0
2025-12,FB,"(5,10]",0.0,9,67.0
2025-12,FB,"(60,120]",0.0,4,325.0
2025-12,FB,> 120,0.0,2,330.0
2025-12,FR,"(-1,0]",0.0,83,0.0
2025-12,FR,"(-10,-5]",974.0,152,0.0
2025-12,FR,"(-15,-10]",295.0,27,0.0
2025-12,FR,"(-30,-15]",117.0,6,0.0
2025-12,FR,"(-5,-1]",855.0,355,0.0
2025-12,FR,"(0,1]",0.0,122,122.0
2025-12,FR,"(1,5]",0.0,488,1631.0
2025-12,FR,"(10,15]",0.0,167,2103.0
2025-12,FR,"(15,30]",0.0,236,5163.0
2025-12,FR,"(30,60]",0.0,147,6183.0
2025-12,FR,"(5,10]",0.0,341,2633.0
2025-12,FR,"(60,120]",0.0,76,6099.0
2025-12,FR,> 120,0.0,12,2002.0
2025-12,IC,"(-1,0]",0.0,145,0.0
2025-12,IC,"(-10,-5]",3363.0,508,0.0
2025-12,IC,"(-15,-10]",1408.0,124,0.0
2025-12,IC,"(-30,-15]",719.0,38,0.0
2025-12,IC,"(-5,-1]",1697.0,719,0.0
2025-12,IC,"(-60,-30]",235.0,6,0.0
2025-12,IC,"(0,1]",0.0,194,194.0
2025-12,IC,"(1,5]",0.0,574,1881.0
2025-12,IC,"(10,15]",0.0,161,2085.0
2025-12,IC,"(15,30]",0.0,191,4145.0
2025-12,IC,"(30,60]",0.0,152,6611.0
2025-12,IC,"(5,10]",0.0,308,2368.0
2025-12,IC,"(60,120]",0.0,65,5525.0
2025-12,IC,<= -60,62.0,1,0.0
2025-12,IC,> 120,0.0,14,2608.0
2025-12,IC,missing,0.0,38,0.0
2025-12,ICN,"(-1,0]",0.0,14,0.0
2025-12,ICN,"(-10,-5]",881.0,130,0.0
2025-12,ICN,"(-15,-10]",464.0,41,0.0
2025-12,ICN,"(-30,-15]",693.0,37,0.0
2025-12,ICN,"(-5,-1]",379.0,152,0.0
2025-12,ICN,"(-60,-30]",155.0,4,0.0
2025-12,ICN,"(0,1]",0.0,25,25.0
2025-12,ICN,"(1,5]",0.0,98,329.0
2025-12,ICN,"(10,15]",0.0,16,202.0
2025-12,ICN,"(15,30]",0.0,17,366.0
2025-12,ICN,"(30,60]",0.0,19,768.0
2025-12,ICN,"(5,10]",0.0,48,372.0
2025-12,ICN,"(60,120]",0.0,9,804.0
2025-12,ICN,> 120,0.0,8,1331.0
2025-12,IR,"(0,1]",0.0,1,1.0
2025-12,IR,"(1,5]",0.0,1,4.0
2025-12,IR,"(15,30]",0.0,1,23.0
2025-12,IR,"(30,60]",0.0,1,36.0
2025-12,IR,"(5,10]",0.0,1,7.0
