mese,categoria,cod_stazione,ruolo,bucket_ritardo_arrivo,count,minuti_ritardo,minuti_anticipo
2026-02,IC,S00219,partenza,"(-5,-1]",1,0,1
2026-02,IC,S00219,partenza,"(0,1]",1,1,0
2026-02,IC,S00219,partenza,"(15,30]",1,23,0
2026-02,IC,S00219,partenza,"(5,10]",1,7,0
2026-02,IC,S01645,partenza,"(1,5]",1,2,0
2026-02,IC,S01645,partenza,"(5,10]",1,7,0
2026-02,IC,S01700,arrivo,"(-1,0]",2,0,0
2026-02,IC,S01700,arrivo,"(-10,-5]",4,0,24
2026-02,IC,S01700,arrivo,"(-5,-1]",8,0,18
2026-02,IC,S01700,arrivo,"(0,1]",2,2,0
2026-02,IC,S01700,arrivo,"(1,5]",6,17,0
2026-02,IC,S01700,arrivo,"(10,15]",1,11,0
2026-02,IC,S01700,arrivo,"(15,30]",1,28,0
2026-02,IC,S01700,arrivo,"(5,10]",2,13,0
2026-02,IC,S01700,arrivo,"(60,120]",1,86,0
2026-02,IC,S01700,partenza,"(-1,0]",3,0,0
2026-02,IC,S01700,partenza,"(-10,-5]",2,0,15
2026-02,IC,S01700,partenza,"(-15,-10]",1,0,13
2026-02,IC,S01700,partenza,"(-30,-15]",1,0,19
2026-02,IC,S01700,partenza,"(-5,-1]",9,0,23
2026-02,IC,S01700,partenza,"(0,1]",1,1,0
2026-02,IC,S01700,partenza,"(1,5]",5,11,0
2026-02,IC,S01700,partenza,"(10,15]",1,14,0
2026-02,IC,S01700,partenza,"(15,30]",2,49,0
2026-02,IC,S01700,partenza,"(5,10]",2,13,0
2026-02,IC,S02026,arrivo,"(-10,-5]",1,0,8
2026-02,IC,S02026,arrivo,"(0,1]",1,1,0
2026-02,IC,S02026,arrivo,"(1,5]",1,2,0
2026-02,IC,S02026,partenza,"(-10,-5]",1,0,5
2026-02,IC,S02026,partenza,"(1,5]",2,8,0
2026-02,IC,S03317,arrivo,"(-10,-5]",1,0,6
2026-02,IC,S03317,arrivo,"(1,5]",1,3,0
2026-02,IC,S03317,arrivo,"(5,10]",1,6,0
2026-02,IC,S03317,partenza,"(-10,-5]",2,0,16
2026-02,IC,S03317,partenza,"(-5,-1]",1,0,1
2026-02,IC,S03317,partenza,"(60,120]",1,77,0
2026-02,IC,S04501,arrivo,"(-1,0]",2,0,0
2026-02,IC,S04501,arrivo,"(-10,-5]",2,0,13
2026-02,IC,S04501,arrivo,"(-5,-1]",1,0,2
2026-02,IC,S04501,arrivo,"(1,5]",2,4,0
